timestamp,temperature,humidity,sound,anomaly
2026-02-02 08:45:36,22.16,44.77,67.4,1
2026-02-02 08:45:37,22.23,45.12,67.03,1
2026-02-02 08:45:38,22.21,45.29,66.95,1
2026-02-02 08:45:39,22.23,45.26,67.11,1
2026-02-02 08:45:40,22.17,45.15,67.58,1
2026-02-02 08:45:41,22.24,45.07,68.13,1
2026-02-02 08:45:42,22.3,45.09,67.56,1
2026-02-02 08:45:43,22.24,44.97,67.67,1
2026-02-02 08:45:44,22.25,45.03,68.16,1
2026-02-02 08:45:45,22.3,45.05,67.68,1
2026-02-02 08:45:46,22.25,45.08,68.29,1
2026-02-02 08:45:47,22.18,45.15,68.25,1
2026-02-02 08:45:48,22.1,45.06,68.49,1
2026-02-02 08:45:49,22.06,45.09,68.62,1
2026-02-02 08:45:50,22.02,45.05,68.64,1
2026-02-02 08:45:51,21.95,45.0,68.61,1
2026-02-02 08:45:52,22.0,44.92,68.66,1
2026-02-02 08:45:53,22.0,44.76,68.62,1
2026-02-02 08:45:54,21.97,44.73,68.7,1
2026-02-02 08:45:55,22.04,44.46,68.55,1
2026-02-02 08:45:56,22.08,44.38,68.15,1
2026-02-02 08:45:57,22.03,44.27,67.89,1
2026-02-02 08:45:58,22.01,44.24,67.6,1
2026-02-02 08:45:59,22.0,44.19,67.32,1
2026-02-02 08:46:00,22.09,44.24,67.16,1
2026-02-02 08:46:01,22.07,44.07,67.28,1
2026-02-02 08:46:02,22.07,44.01,67.48,1
2026-02-02 08:46:03,22.1,44.07,67.34,1
2026-02-02 08:46:04,22.16,44.18,66.78,1
2026-02-02 08:46:05,22.11,44.29,66.86,1
2026-02-02 08:46:06,22.07,44.4,66.97,1
2026-02-02 08:46:07,22.06,44.27,66.69,1
2026-02-02 08:46:08,22.03,44.41,67.03,1
2026-02-02 08:46:09,22.0,44.3,67.14,1
2026-02-02 08:46:10,21.96,44.27,67.11,1
2026-02-02 08:46:11,21.97,44.29,66.97,1
2026-02-02 08:46:12,21.95,44.39,67.02,1
2026-02-02 08:46:13,21.97,44.4,66.8,1
2026-02-02 08:46:14,22.03,44.52,66.22,1
2026-02-02 08:46:15,22.05,44.58,66.3,1
2026-02-02 08:46:16,22.04,44.72,66.89,1
2026-02-02 08:46:17,21.99,44.83,66.51,1
2026-02-02 08:46:18,22.02,44.84,66.79,1
2026-02-02 08:46:19,22.03,44.86,66.17,1
2026-02-02 08:46:20,22.02,44.77,66.33,1
2026-02-02 08:46:21,22.02,44.81,66.18,1
2026-02-02 08:46:22,22.07,44.96,66.7,1
2026-02-02 08:46:23,22.17,44.79,66.84,1
2026-02-02 08:46:24,22.29,44.73,66.26,1
2026-02-02 08:46:25,22.31,44.72,66.47,1
2026-02-02 08:46:26,22.26,44.72,66.44,1
2026-02-02 08:46:27,22.21,44.95,66.29,1
2026-02-02 08:46:28,22.22,45.03,66.14,1
2026-02-02 08:46:29,22.18,45.05,66.11,1
2026-02-02 08:46:30,22.08,45.01,66.1,1
2026-02-02 08:46:31,22.04,44.97,66.05,1
2026-02-02 08:46:32,21.99,44.96,66.37,1
2026-02-02 08:46:33,22.02,45.0,66.41,1
2026-02-02 08:46:34,22.06,44.91,66.54,1
2026-02-02 08:46:35,21.98,44.75,67.06,1
2026-02-02 08:46:36,22.02,44.58,67.15,1
2026-02-02 08:46:37,22.0,44.56,67.34,1
2026-02-02 08:46:38,21.97,44.39,67.39,1
2026-02-02 08:46:39,21.96,44.44,67.53,1
2026-02-02 08:46:40,21.97,44.45,67.47,1
2026-02-02 08:46:41,22.03,44.65,67.73,1
2026-02-02 08:46:42,22.07,44.51,68.0,1
2026-02-02 08:46:43,22.08,44.41,68.05,1
2026-02-02 08:46:44,22.01,44.4,68.32,1
2026-02-02 08:46:45,22.0,44.57,68.5,1
2026-02-02 08:46:46,21.97,44.7,69.1,1
2026-02-02 08:46:47,22.05,44.6,68.7,1
2026-02-02 08:46:48,22.01,44.64,68.67,1
2026-02-02 08:46:49,22.05,44.87,68.8,1
2026-02-02 08:46:50,22.01,45.0,69.1,1
2026-02-02 08:46:51,22.03,45.07,68.77,1
2026-02-02 08:46:52,21.97,45.1,68.46,1
2026-02-02 08:46:53,21.96,45.11,68.05,1
2026-02-02 08:46:54,21.94,45.16,68.0,1
2026-02-02 08:46:55,21.93,45.18,67.69,1
2026-02-02 08:46:56,21.99,45.18,67.54,1
2026-02-02 08:46:57,21.93,45.06,67.24,1
2026-02-02 08:46:58,21.94,45.03,67.27,1
2026-02-02 08:46:59,21.92,45.04,66.88,1
2026-02-02 08:47:00,21.94,45.09,67.39,1
2026-02-02 08:47:01,21.96,44.88,67.1,1
2026-02-02 08:47:02,21.96,44.96,67.41,1
2026-02-02 08:47:03,22.01,45.04,67.38,1
2026-02-02 08:47:04,21.92,44.88,67.66,1
2026-02-02 08:47:05,21.87,44.8,68.11,1
2026-02-02 08:47:06,21.98,44.87,68.01,1
2026-02-02 08:47:07,21.97,44.79,67.86,1
2026-02-02 08:47:08,22.01,44.92,68.01,1
2026-02-02 08:47:09,21.98,44.91,67.93,1
2026-02-02 08:47:10,21.95,44.94,68.16,1
2026-02-02 08:47:11,22.05,44.86,68.18,1
2026-02-02 08:47:12,21.95,44.8,68.09,1
2026-02-02 08:47:13,22.02,44.7,67.78,1
2026-02-02 08:47:14,22.14,44.71,67.98,1
2026-02-02 08:47:15,22.13,44.78,67.78,1
2026-02-02 08:47:16,22.1,44.63,67.64,1
2026-02-02 08:47:17,22.11,44.61,67.24,1
2026-02-02 08:47:18,22.1,44.66,66.95,1
2026-02-02 08:47:19,22.14,44.47,66.91,1
2026-02-02 08:47:20,22.08,44.44,67.25,1
2026-02-02 08:47:21,22.07,44.57,67.66,1
2026-02-02 08:47:22,22.03,44.67,67.12,1
2026-02-02 08:47:23,22.08,44.62,66.86,1
2026-02-02 08:47:24,22.07,44.68,66.49,1
2026-02-02 08:47:25,22.05,44.59,66.46,1
2026-02-02 08:47:26,22.0,44.62,66.83,1
2026-02-02 08:47:27,21.99,44.6,66.95,1
2026-02-02 08:47:28,21.95,44.55,66.61,1
2026-02-02 08:47:29,21.93,44.58,66.54,1
2026-02-02 08:47:30,21.97,44.6,66.79,1
2026-02-02 08:47:31,21.94,44.81,66.65,1
2026-02-02 08:47:32,21.84,44.85,66.66,1
2026-02-02 08:47:33,21.81,44.87,66.91,1
2026-02-02 08:47:34,21.88,44.91,66.89,1
2026-02-02 08:47:35,21.79,45.14,67.1,1
2026-02-02 08:47:36,21.79,45.03,67.22,1
2026-02-02 08:47:37,21.88,45.03,67.34,1
2026-02-02 08:47:38,21.95,45.17,67.67,1
2026-02-02 08:47:39,22.04,45.26,67.53,1
2026-02-02 08:47:40,22.06,45.25,67.02,1
2026-02-02 08:47:41,22.1,45.49,67.22,1
2026-02-02 08:47:42,22.01,45.45,67.11,1
2026-02-02 08:47:43,21.99,45.52,66.83,1
2026-02-02 08:47:44,21.92,45.37,66.71,1
2026-02-02 08:47:45,21.92,45.36,66.46,1
2026-02-02 08:47:46,21.91,45.3,66.41,1
2026-02-02 08:47:47,21.94,45.42,66.62,1
2026-02-02 08:47:48,21.96,45.35,66.11,1
2026-02-02 08:47:49,21.96,45.24,66.38,1
2026-02-02 08:47:50,21.96,45.28,66.27,1
2026-02-02 08:47:51,21.95,45.33,65.7,1
2026-02-02 08:47:52,21.94,45.3,65.77,1
2026-02-02 08:47:53,22.0,45.31,65.78,1
2026-02-02 08:47:54,21.98,45.35,66.03,1
2026-02-02 08:47:55,21.98,45.22,66.31,1
2026-02-02 08:47:56,21.99,45.12,66.03,1
2026-02-02 08:47:57,22.08,45.29,65.97,1
2026-02-02 08:47:58,22.11,45.14,66.24,1
2026-02-02 08:47:59,22.18,45.19,65.68,1
2026-02-02 08:48:00,22.24,45.19,65.69,1
2026-02-02 08:48:01,22.25,45.14,66.02,1
2026-02-02 08:48:02,22.24,45.05,65.76,1
2026-02-02 08:48:03,22.14,45.07,65.88,1
2026-02-02 08:48:04,22.27,45.04,65.7,1
2026-02-02 08:48:05,22.26,44.98,66.53,1
2026-02-02 08:48:06,22.25,44.99,66.55,1
2026-02-02 08:48:07,22.17,45.26,66.65,1
2026-02-02 08:48:08,22.19,45.29,66.25,1
2026-02-02 08:48:09,22.25,45.3,66.76,1
2026-02-02 08:48:10,22.31,45.18,66.88,1
2026-02-02 08:48:11,22.22,45.19,66.91,1
2026-02-02 08:48:12,22.31,45.15,66.94,1
2026-02-02 08:48:13,22.32,45.26,67.21,1
2026-02-02 08:48:14,22.27,45.15,66.91,1
2026-02-02 08:48:15,22.23,44.97,66.32,1
2026-02-02 08:48:16,22.29,44.96,65.79,1
2026-02-02 08:48:17,22.34,45.1,65.89,1
2026-02-02 08:48:18,22.27,45.13,65.6,1
2026-02-02 08:48:19,22.29,45.08,65.68,1
2026-02-02 08:48:20,22.31,45.03,66.17,1
2026-02-02 08:48:21,22.34,44.96,66.79,1
2026-02-02 08:48:22,22.32,44.9,66.69,1
2026-02-02 08:48:23,22.31,44.97,67.1,1
2026-02-02 08:48:24,22.26,44.84,67.31,1
2026-02-02 08:48:25,22.24,44.92,66.96,1
2026-02-02 08:48:26,22.24,44.99,66.37,1
2026-02-02 08:48:27,22.21,44.95,66.75,1
2026-02-02 08:48:28,22.14,45.0,66.79,1
2026-02-02 08:48:29,22.05,44.96,66.71,1
2026-02-02 08:48:30,21.95,44.99,67.04,1
2026-02-02 08:48:31,21.95,44.87,67.0,1
2026-02-02 08:48:32,21.96,44.85,66.82,1
2026-02-02 08:48:33,21.9,44.92,66.54,1
2026-02-02 08:48:34,21.9,45.03,67.13,1
2026-02-02 08:48:35,21.95,45.05,67.13,1
2026-02-02 08:48:36,21.95,45.14,67.24,1
2026-02-02 08:48:37,21.94,45.07,67.5,1
2026-02-02 08:48:38,21.9,45.13,67.93,1
2026-02-02 08:48:39,21.89,45.15,68.09,1
2026-02-02 08:48:40,21.88,45.28,68.38,1
2026-02-02 08:48:41,21.92,45.03,68.54,1
2026-02-02 08:48:42,21.99,44.97,68.92,1
2026-02-02 08:48:43,22.04,44.72,68.82,1
2026-02-02 08:48:44,22.04,44.57,69.1,1
2026-02-02 08:48:45,22.07,44.57,68.93,1
2026-02-02 08:48:46,22.05,44.53,69.17,1
2026-02-02 08:48:47,22.01,44.4,69.62,1
2026-02-02 08:48:48,22.0,44.54,69.31,1
2026-02-02 08:48:49,22.06,44.48,69.28,1
2026-02-02 08:48:50,22.05,44.44,69.51,1
2026-02-02 08:48:51,22.05,44.4,69.38,1
2026-02-02 08:48:52,21.98,44.55,69.55,1
2026-02-02 08:48:53,21.93,44.57,69.72,1
2026-02-02 08:48:54,21.97,44.62,69.41,1
2026-02-02 08:48:55,21.9,44.58,69.35,1
2026-02-02 08:48:56,21.95,44.6,69.63,1
2026-02-02 08:48:57,21.92,44.51,69.77,1
2026-02-02 08:48:58,21.91,44.47,69.55,1
2026-02-02 08:48:59,21.98,44.45,69.31,1
2026-02-02 08:49:00,22.01,44.38,69.11,1
2026-02-02 08:49:01,22.06,44.72,68.53,1
2026-02-02 08:49:02,22.03,44.58,68.95,1
2026-02-02 08:49:03,22.06,44.34,68.49,1
2026-02-02 08:49:04,22.02,44.47,68.27,1
2026-02-02 08:49:05,22.08,44.53,68.22,1
2026-02-02 08:49:06,22.06,44.45,68.14,1
2026-02-02 08:49:07,22.06,44.61,67.85,1
2026-02-02 08:49:08,22.05,44.53,67.63,1
2026-02-02 08:49:09,21.99,44.7,67.24,1
2026-02-02 08:49:10,22.02,44.66,67.65,1
2026-02-02 08:49:11,21.97,44.61,67.92,1
2026-02-02 08:49:12,22.0,44.79,67.81,1
2026-02-02 08:49:13,22.06,44.73,68.3,1
2026-02-02 08:49:14,22.1,44.68,68.75,1
2026-02-02 08:49:15,22.09,44.67,68.88,1
2026-02-02 08:49:16,22.19,44.72,68.17,1
2026-02-02 08:49:17,22.19,44.82,68.24,1
2026-02-02 08:49:18,22.23,44.73,68.36,1
2026-02-02 08:49:19,22.28,44.78,68.8,1
2026-02-02 08:49:20,22.27,44.68,68.75,1
2026-02-02 08:49:21,22.25,44.89,68.98,1
2026-02-02 08:49:22,22.22,44.99,68.7,1
2026-02-02 08:49:23,22.1,45.02,68.58,1
2026-02-02 08:49:24,22.09,45.18,68.34,1
2026-02-02 08:49:25,22.14,45.21,68.22,1
2026-02-02 08:49:26,22.15,45.13,68.22,1
2026-02-02 08:49:27,22.17,45.03,68.07,1
2026-02-02 08:49:28,22.14,45.04,68.08,1
2026-02-02 08:49:29,22.11,45.0,68.06,1
2026-02-02 08:49:30,22.09,44.89,67.85,1
2026-02-02 08:49:31,22.04,45.0,67.86,1
2026-02-02 08:49:32,22.06,44.94,67.58,1
2026-02-02 08:49:33,22.16,44.8,67.71,1
2026-02-02 08:49:34,22.16,44.83,67.93,1
2026-02-02 08:49:35,22.09,44.86,68.24,1
2026-02-02 08:49:36,22.11,44.87,68.07,1
2026-02-02 08:49:37,22.16,44.85,67.89,1
2026-02-02 08:49:38,22.06,44.73,67.57,1
2026-02-02 08:49:39,22.04,44.74,67.72,1
2026-02-02 08:49:40,22.01,44.64,67.88,1
2026-02-02 08:49:41,22.03,44.44,68.15,1
2026-02-02 08:49:42,22.07,44.33,68.59,1
2026-02-02 08:49:43,22.06,44.35,68.6,1
2026-02-02 08:49:44,22.09,44.28,68.5,1
2026-02-02 08:49:45,21.98,44.45,68.55,1
2026-02-02 08:49:46,21.91,44.45,68.59,1
2026-02-02 08:49:47,21.9,44.46,68.86,1
2026-02-02 08:49:48,21.91,44.3,68.97,1
2026-02-02 08:49:49,21.92,44.26,68.88,1
2026-02-02 08:49:50,21.89,44.33,68.54,1
2026-02-02 08:49:51,21.91,44.42,68.26,1
2026-02-02 08:49:52,22.02,44.49,67.94,1
2026-02-02 08:49:53,22.02,44.5,68.12,1
2026-02-02 08:49:54,21.95,44.41,67.41,1
2026-02-02 08:49:55,22.05,44.33,66.97,1
2026-02-02 08:49:56,21.99,44.38,67.1,1
2026-02-02 08:49:57,22.04,44.5,67.34,1
2026-02-02 08:49:58,22.07,44.48,66.86,1
2026-02-02 08:49:59,22.05,44.4,67.03,1
2026-02-02 08:50:00,22.17,44.41,67.47,1
2026-02-02 08:50:01,22.12,44.43,67.72,1
2026-02-02 08:50:02,22.05,44.43,67.83,1
2026-02-02 08:50:03,22.11,44.55,67.14,1
2026-02-02 08:50:04,22.03,44.56,67.45,1
2026-02-02 08:50:05,22.0,44.63,67.1,1
2026-02-02 08:50:06,22.03,44.62,66.84,1
2026-02-02 08:50:07,22.08,44.68,66.68,1
2026-02-02 08:50:08,22.09,44.98,66.97,1
2026-02-02 08:50:09,22.1,44.94,66.74,1
2026-02-02 08:50:10,22.02,44.86,66.34,1
2026-02-02 08:50:11,21.97,44.94,66.36,1
2026-02-02 08:50:12,21.88,44.85,66.87,1
2026-02-02 08:50:13,21.91,44.86,67.02,1
2026-02-02 08:50:14,21.95,44.73,67.13,1
2026-02-02 08:50:15,22.0,44.98,67.15,1
2026-02-02 08:50:16,21.98,44.96,67.48,1
2026-02-02 08:50:17,22.07,45.08,66.99,1
2026-02-02 08:50:18,22.18,44.99,67.15,1
2026-02-02 08:50:19,22.19,44.9,66.91,1
2026-02-02 08:50:20,22.16,44.91,66.75,1
2026-02-02 08:50:21,22.14,44.79,66.67,1
2026-02-02 08:50:22,22.2,44.73,66.47,1
2026-02-02 08:50:23,22.26,45.01,66.38,1
2026-02-02 08:50:24,22.24,45.15,66.32,1
2026-02-02 08:50:25,22.21,45.25,66.41,1
2026-02-02 08:50:26,22.19,45.2,66.58,1
2026-02-02 08:50:27,22.16,45.1,66.53,1
2026-02-02 08:50:28,22.17,45.09,66.44,1
2026-02-02 08:50:29,22.17,45.02,66.26,1
2026-02-02 08:50:30,22.13,44.92,66.65,1
2026-02-02 08:50:31,22.08,44.82,67.1,1
2026-02-02 08:50:32,22.05,44.93,67.29,1
2026-02-02 08:50:33,22.05,44.92,67.3,1
2026-02-02 08:50:34,22.1,44.66,67.2,1
2026-02-02 08:50:35,22.1,44.59,67.16,1
2026-02-02 08:50:36,22.07,44.64,66.96,1
2026-02-02 08:50:37,21.98,44.66,67.1,1
2026-02-02 08:50:38,22.01,44.64,66.42,1
2026-02-02 08:50:39,21.99,44.83,66.91,1
2026-02-02 08:50:40,22.06,44.82,67.14,1
2026-02-02 08:50:41,22.12,44.92,67.45,1
2026-02-02 08:50:42,22.12,45.04,67.14,1
2026-02-02 08:50:43,22.09,45.0,66.47,1
2026-02-02 08:50:44,22.07,45.09,66.36,1
2026-02-02 08:50:45,22.1,44.91,66.48,1
2026-02-02 08:50:46,22.12,44.85,67.02,1
2026-02-02 08:50:47,22.12,44.88,66.9,1
2026-02-02 08:50:48,22.21,44.84,67.28,1
2026-02-02 08:50:49,22.12,44.91,67.63,1
2026-02-02 08:50:50,22.05,44.85,67.54,1
2026-02-02 08:50:51,22.03,44.84,67.39,1
2026-02-02 08:50:52,22.05,44.81,67.8,1
2026-02-02 08:50:53,22.09,44.93,67.6,1
2026-02-02 08:50:54,22.17,45.04,66.99,1
2026-02-02 08:50:55,22.11,45.1,66.98,1
2026-02-02 08:50:56,22.05,45.12,67.19,1
2026-02-02 08:50:57,21.98,45.27,67.54,1
2026-02-02 08:50:58,22.0,45.14,67.83,1
2026-02-02 08:50:59,21.95,45.28,67.82,1
2026-02-02 08:51:00,21.97,45.26,68.14,1
2026-02-02 08:51:01,21.95,45.23,68.21,1
2026-02-02 08:51:02,22.03,45.08,68.53,1
2026-02-02 08:51:03,21.95,45.22,68.74,1
2026-02-02 08:51:04,21.98,45.42,68.88,1
2026-02-02 08:51:05,22.04,45.43,68.7,1
2026-02-02 08:51:06,22.06,45.42,68.45,1
2026-02-02 08:51:07,22.01,45.35,69.24,1
2026-02-02 08:51:08,21.99,45.34,68.83,1
2026-02-02 08:51:09,21.98,45.2,69.2,1
2026-02-02 08:51:10,21.98,45.23,69.63,1
2026-02-02 08:51:11,21.96,45.04,69.44,1
2026-02-02 08:51:12,21.99,44.89,69.22,1
2026-02-02 08:51:13,21.98,44.95,69.0,1
2026-02-02 08:51:14,22.03,45.0,68.92,1
2026-02-02 08:51:15,22.05,44.83,68.87,1
2026-02-02 08:51:16,22.07,44.85,68.7,1
2026-02-02 08:51:17,22.02,44.81,68.48,1
2026-02-02 08:51:18,22.09,44.78,68.76,1
2026-02-02 08:51:19,21.97,44.65,69.57,1
2026-02-02 08:51:20,21.94,44.46,69.77,1
2026-02-02 08:51:21,21.99,44.58,69.44,1
2026-02-02 08:51:22,22.09,44.53,69.46,1
2026-02-02 08:51:23,22.08,44.21,69.27,1
2026-02-02 08:51:24,22.07,44.18,69.78,1
2026-02-02 08:51:25,22.06,44.16,69.93,1
2026-02-02 08:51:26,22.11,44.1,69.85,1
2026-02-02 08:51:27,22.09,44.22,69.86,1
2026-02-02 08:51:28,22.14,44.19,69.88,1
2026-02-02 08:51:29,22.09,44.16,69.63,1
2026-02-02 08:51:30,22.25,44.3,69.99,1
2026-02-02 08:51:31,22.26,44.4,69.91,1
2026-02-02 08:51:32,22.28,44.48,70.09,1
2026-02-02 08:51:33,22.24,44.56,69.84,1
2026-02-02 08:51:34,22.26,44.75,69.79,1
2026-02-02 08:51:35,22.18,44.79,69.55,1
2026-02-02 08:51:36,22.21,44.9,69.49,1
2026-02-02 08:51:37,22.18,44.8,69.0,1
2026-02-02 08:51:38,22.17,44.88,69.44,1
2026-02-02 08:51:39,22.19,44.95,69.01,1
2026-02-02 08:51:40,22.25,44.68,68.72,1
2026-02-02 08:51:41,22.26,44.5,69.21,1
2026-02-02 08:51:42,22.22,44.5,69.41,1
2026-02-02 08:51:43,22.27,44.59,69.74,1
2026-02-02 08:51:44,22.23,44.64,69.45,1
2026-02-02 08:51:45,22.31,44.6,69.13,1
2026-02-02 08:51:46,22.28,44.62,69.08,1
2026-02-02 08:51:47,22.29,44.49,69.01,1
2026-02-02 08:51:48,22.25,44.39,68.99,1
2026-02-02 08:51:49,22.21,44.33,68.63,1
2026-02-02 08:51:50,22.16,44.3,68.33,1
2026-02-02 08:51:51,22.18,44.09,68.35,1
2026-02-02 08:51:52,22.17,44.15,68.6,1
2026-02-02 08:51:53,22.21,44.41,69.21,1
2026-02-02 08:51:54,22.09,44.52,69.27,1
2026-02-02 08:51:55,22.03,44.54,69.48,1
2026-02-02 08:51:56,21.96,44.45,68.86,1
2026-02-02 08:51:57,21.96,44.32,69.03,1
2026-02-02 08:51:58,21.95,44.36,69.08,1
2026-02-02 08:51:59,21.97,44.39,69.34,1
2026-02-02 08:52:00,21.94,44.48,69.64,1
2026-02-02 08:52:01,21.9,44.4,69.66,1
2026-02-02 08:52:02,21.87,44.34,69.55,1
2026-02-02 08:52:03,21.89,44.24,69.47,1
2026-02-02 08:52:04,21.94,44.12,69.53,1
2026-02-02 08:52:05,22.02,44.17,69.38,1
2026-02-02 08:52:06,22.14,44.19,69.54,1
2026-02-02 08:52:07,22.07,44.35,69.31,1
2026-02-02 08:52:08,22.1,44.36,68.82,1
2026-02-02 08:52:09,22.13,44.55,69.07,1
2026-02-02 08:52:10,22.14,44.54,69.26,1
2026-02-02 08:52:11,22.18,44.51,68.79,1
2026-02-02 08:52:12,22.19,44.56,68.83,1
2026-02-02 08:52:13,22.14,44.69,68.91,1
2026-02-02 08:52:14,22.21,44.64,69.06,1
2026-02-02 08:52:15,22.23,44.74,69.12,1
2026-02-02 08:52:16,22.22,44.77,69.15,1
2026-02-02 08:52:17,22.17,44.76,68.89,1
2026-02-02 08:52:18,22.17,44.68,68.46,1
2026-02-02 08:52:19,22.19,44.6,68.61,1
2026-02-02 08:52:20,22.24,44.66,68.62,1
2026-02-02 08:52:21,22.26,44.69,68.54,1
2026-02-02 08:52:22,22.29,44.78,67.76,1
2026-02-02 08:52:23,22.19,44.85,67.46,1
2026-02-02 08:52:24,22.23,44.77,67.42,1
2026-02-02 08:52:25,22.31,44.67,67.05,1
2026-02-02 08:52:26,22.28,44.86,67.36,1
2026-02-02 08:52:27,22.2,44.81,67.35,1
2026-02-02 08:52:28,22.15,44.9,67.06,1
2026-02-02 08:52:29,22.16,45.0,66.89,1
2026-02-02 08:52:30,22.21,45.16,66.61,1
2026-02-02 08:52:31,22.11,45.27,66.15,1
2026-02-02 08:52:32,22.17,45.38,66.01,1
2026-02-02 08:52:33,22.18,45.31,66.27,1
2026-02-02 08:52:34,22.19,45.36,66.29,1
2026-02-02 08:52:35,22.14,45.38,66.02,1
2026-02-02 08:52:36,22.19,45.34,65.82,1
2026-02-02 08:52:37,22.11,45.36,65.78,1
2026-02-02 08:52:38,22.18,45.42,65.91,1
2026-02-02 08:52:39,22.13,45.44,66.32,1
2026-02-02 08:52:40,22.2,45.32,66.52,1
2026-02-02 08:52:41,22.19,45.24,66.89,1
2026-02-02 08:52:42,22.14,45.26,67.35,1
2026-02-02 08:52:43,22.09,45.11,67.2,1
2026-02-02 08:52:44,22.16,45.11,67.32,1
2026-02-02 08:52:45,22.14,45.04,67.85,1
2026-02-02 08:52:46,22.19,45.0,67.77,1
2026-02-02 08:52:47,22.13,45.2,67.84,1
2026-02-02 08:52:48,22.15,45.32,68.05,1
2026-02-02 08:52:49,22.07,45.33,68.01,1
2026-02-02 08:52:50,21.95,45.16,68.13,1
2026-02-02 08:52:51,21.98,45.24,67.97,1
2026-02-02 08:52:52,21.97,45.28,68.17,1
2026-02-02 08:52:53,21.92,45.3,68.09,1
2026-02-02 08:52:54,21.95,45.29,68.01,1
2026-02-02 08:52:55,21.97,45.19,67.82,1
2026-02-02 08:52:56,21.91,45.01,67.59,1
2026-02-02 08:52:57,21.94,44.91,67.41,1
2026-02-02 08:52:58,21.94,44.92,67.25,1
2026-02-02 08:52:59,21.92,44.79,67.36,1
2026-02-02 08:53:00,21.9,44.86,67.9,1
2026-02-02 08:53:01,21.87,44.71,67.73,1
2026-02-02 08:53:02,21.81,44.7,68.05,1
2026-02-02 08:53:03,21.83,44.72,68.24,1
2026-02-02 08:53:04,21.84,44.67,68.48,1
2026-02-02 08:53:05,21.75,44.5,68.36,1
2026-02-02 08:53:06,21.81,44.53,68.08,1
2026-02-02 08:53:07,21.85,44.61,67.69,1
2026-02-02 08:53:08,21.83,44.61,67.57,1
2026-02-02 08:53:09,21.83,44.56,67.32,1
2026-02-02 08:53:10,21.79,44.59,67.35,1
2026-02-02 08:53:11,21.71,44.52,67.52,1
2026-02-02 08:53:12,21.61,44.58,67.48,1
2026-02-02 08:53:13,21.65,44.59,67.03,1
2026-02-02 08:53:14,21.7,44.7,67.32,1
2026-02-02 08:53:15,21.62,44.75,67.38,1
2026-02-02 08:53:16,21.64,44.77,67.33,1
2026-02-02 08:53:17,21.56,44.84,67.81,1
2026-02-02 08:53:18,21.53,45.06,68.28,1
2026-02-02 08:53:19,21.55,45.11,68.45,1
2026-02-02 08:53:20,21.5,45.0,68.65,1
2026-02-02 08:53:21,21.47,44.92,68.52,1
2026-02-02 08:53:22,21.47,44.89,68.14,1
2026-02-02 08:53:23,21.49,44.96,68.24,1
2026-02-02 08:53:24,21.55,44.88,67.88,1
2026-02-02 08:53:25,21.56,44.82,67.66,1
2026-02-02 08:53:26,21.65,44.83,67.24,1
2026-02-02 08:53:27,21.67,44.71,66.97,1
